number,debate_id,title,side_label,side,speaker,move_id,move_kind,importance,logicalCoherence,evidenceWarrant,responsiveness,relevanceBurden,precisionClarity,calibrationCharity,move_score,evidence_band,ledger_type
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,non_theist,con,James Fodor,con-first-cause-not-yet-god,reply,3,91,80,98,69,95,93,88,stronger support,v4-closed-findings-adapter
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,theist,pro,Michael Jones,pro-holography-mainstream-support,reply,2,77,70,73,69,75,63,72,material warrant or verification step compressed,v4-closed-findings-adapter
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,theist,pro,Michael Jones,pro-abstract-relations-support-idealism,reply,3,59,56,56,87,75,58,64,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,non_theist,con,James Fodor,con-emergence-models-nonmental,reply,3,92,85,99,87,95,94,92,stronger support,v4-closed-findings-adapter
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,non_theist,con,James Fodor,con-science-does-not-select-idealism,reply,3,91,79,99,100,95,93,92,material warrant or verification step compressed,v4-closed-findings-adapter
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,theist,pro,Michael Jones,pro-probabilistic-metaphysical-confirmation,reply,3,88,76,98,69,95,94,86,material warrant or verification step compressed,v4-closed-findings-adapter
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,non_theist,con,James Fodor,con-scientific-success-supports-realism,reply,2,80,75,98,69,75,79,80,material warrant or verification step compressed,v4-closed-findings-adapter
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,theist,pro,Michael Jones,pro-agentive-timeless-source,reply,2,57,43,72,69,75,58,61,effectively unsupported,v4-closed-findings-adapter
67,jones-fodor-digital-physics-god-2021,Michael Jones vs James Fodor: The Digital Physics Argument for God,theist,pro,Michael Jones,pro-idealist-theism-defeaters,constructive,2,84,73,86,69,75,85,79,material warrant or verification step compressed,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,non_theist,con,Matt Dillahunty,con-public-independent-confirmation,constructive,3,90,83,92,87,95,85,89,stronger support,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,theist,pro,Michael Jones,pro-cumulative-idealist-inference,reply,3,71,59,58,87,75,64,68,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,non_theist,con,Matt Dillahunty,con-inference-from-demonstrable-components,reply,3,90,83,99,87,95,93,91,stronger support,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,theist,pro,Michael Jones,pro-experiential-bundle-parsimony,reply,2,65,57,57,69,75,60,63,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,non_theist,con,Matt Dillahunty,con-physical-properties-ground-interaction,reply,3,86,79,99,87,85,80,87,material warrant or verification step compressed,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,theist,pro,Michael Jones,pro-phenomenal-information-ontology,reply,2,76,65,72,68,75,85,73,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,non_theist,con,Matt Dillahunty,con-preconscious-development-objection,reply,3,79,74,99,87,75,74,82,material warrant or verification step compressed,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,theist,pro,Michael Jones,pro-wavefunction-preobserver-development,reply,3,73,61,73,87,75,64,72,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,non_theist,con,Matt Dillahunty,con-offscreen-game-structure-persists,reply,2,88,79,98,69,95,93,87,material warrant or verification step compressed,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,theist,pro,Michael Jones,pro-unobserved-informational-interaction,reply,3,68,55,73,69,75,61,67,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,non_theist,con,Matt Dillahunty,con-mind-dependent-stoppage-unfalsifiable,reply,3,81,68,98,87,85,79,83,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
68,jones-dillahunty-quantum-idealism-demonstrability-2026,Michael Jones vs Matt Dillahunty: Quantum Idealism and Demonstrability,theist,pro,Michael Jones,pro-hidden-variable-defeater,reply,3,61,63,72,87,75,60,69,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-cumulative-reasonableness-method,constructive,3,89,77,93,100,95,85,89,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-roman-crucifixion-death,constructive,3,88,81,86,87,85,75,84,stronger support,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-burial-empty-tomb,constructive,3,84,78,89,87,95,75,84,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-appearance-experiences,constructive,3,82,78,90,87,95,72,84,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-disciple-sincerity-transformation,constructive,2,85,76,86,86,75,75,82,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-religious-context-divine-cause,constructive,3,72,64,85,87,75,63,75,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-resurrection-best-explanation,constructive,3,73,66,91,87,85,61,77,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-testimony-claims-not-supernatural-proof,reply,3,93,84,98,69,95,93,89,stronger support,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-supernatural-candidate-needs-support,reply,3,78,74,98,87,75,77,82,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-known-natural-causes-outrank-resurrection,reply,3,79,71,98,87,75,75,82,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-late-dependent-sources-undermine-facts,reply,3,84,73,73,87,75,84,79,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-elimination-does-not-establish-resurrection,reply,3,90,83,99,100,95,80,91,stronger support,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-local-detail-corroboration,reply,2,68,67,71,69,75,60,68,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-two-part-standard-defense,reply,3,89,80,98,69,95,90,87,stronger support,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-unmet-burden-permits-nonacceptance,reply,3,96,88,99,100,95,93,95,stronger support,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-no-contemporary-crucifixion-verification,reply,2,75,68,97,87,75,64,79,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-bodily-resurrection-meaning,reply,2,80,76,54,68,85,57,70,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-paul-third-party-appearance-reports,reply,3,94,84,99,87,95,91,92,stronger support,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-event-confirmation-not-divine-cause,reply,3,97,90,99,87,95,94,94,stronger support,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-extraordinary-resurrection-needs-sufficient-support,reply,3,83,75,98,87,75,74,83,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-extraordinary-evidence-regress,reply,2,62,70,98,87,75,58,75,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-support-scales-with-extraordinariness,reply,3,95,88,99,87,95,95,93,stronger support,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,non_theist,con,Matt Dillahunty,con-evidential-deficits-warrant-suspension,reply,3,88,79,98,100,75,78,88,material warrant or verification step compressed,v4-closed-findings-adapter
69,winger-dillahunty-resurrection-unreasonable-2019,Mike Winger vs Matt Dillahunty: Is Belief in the Resurrection Unreasonable?,theist,pro,Mike Winger,pro-modern-investigability,reply,2,71,63,94,99,75,62,78,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-modal-inconceivability-caution,constructive,2,81,72,78,68,75,85,76,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,theist,pro,James Anderson,pro-thin-necessary-truth-start,reply,2,91,84,98,69,95,93,88,stronger support,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-modal-world-restrictions,reply,2,89,84,97,69,95,90,87,stronger support,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-intentionality-nonmental-propositions,reply,3,85,77,55,87,95,92,79,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,theist,pro,James Anderson,pro-intentionality-thought-explanation,reply,3,83,76,98,87,95,79,86,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-shareable-fregean-content,reply,3,83,79,97,87,85,84,86,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,theist,pro,James Anderson,pro-conceptualist-explanatory-edge,reply,3,86,79,98,87,95,90,88,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-divine-content-self-regress,reply,3,71,68,58,87,75,89,72,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,theist,pro,James Anderson,pro-divine-thoughts-constitute-content,reply,3,81,75,98,69,95,89,84,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-contentless-divine-thought-tension,reply,3,87,81,98,87,95,92,89,stronger support,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,theist,pro,James Anderson,pro-divine-human-intentional-continuity,reply,3,84,76,98,87,95,91,87,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-platonist-comparative-parity,reply,3,83,75,98,87,75,92,85,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,theist,pro,James Anderson,pro-dual-impulse-comparative-case,reply,3,82,74,97,87,95,89,86,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-propositions-ground-thought-intentionality,reply,3,77,68,97,87,75,91,82,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,theist,pro,James Anderson,pro-content-account-begs-question,reply,3,73,70,98,87,95,78,82,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-shared-liability-neutrality,reply,2,90,79,57,69,95,91,79,material warrant or verification step compressed,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,non_theist,con,Alex Malpass,con-independent-abstract-reality,constructive,3,83,81,86,87,75,90,84,stronger support,v4-closed-findings-adapter
70,malpass-anderson-logic-god-2021,Alex Malpass vs James Anderson: Does Logic Prove God?,theist,pro,James Anderson,pro-convergent-proposition-realism,constructive,3,87,83,88,87,95,90,88,stronger support,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,non_theist,con,Alex Malpass,con-inference-form-comparison-criteria,constructive,2,88,80,83,68,95,85,83,stronger support,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-worldview-paradigm-coherence,reply,3,68,61,55,87,75,66,67,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-orthodox-necessity-use-distinction,constructive,3,67,57,89,100,75,68,75,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,non_theist,con,Alex Malpass,con-orthodox-necessity-gap,reply,3,90,84,99,100,95,92,93,stronger support,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-induction-grounded-in-providence,constructive,3,73,67,86,87,85,75,78,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,non_theist,con,Alex Malpass,con-providence-induction-parity,reply,3,88,82,99,87,95,92,90,stronger support,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-induction-meta-level-distinction,reply,2,85,77,55,87,95,80,78,material warrant or verification step compressed,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,non_theist,con,Alex Malpass,con-reductio-dialetheist-objection,reply,3,94,87,99,87,95,92,92,stronger support,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-discourse-level-reductio,reply,3,64,59,55,87,75,59,65,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,non_theist,con,Alex Malpass,con-local-assertion-not-universal-lnc,reply,3,95,90,99,87,95,94,94,stronger support,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-language-presupposes-logical-regularity,reply,3,69,67,55,87,75,59,68,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,non_theist,con,Alex Malpass,con-nontheistic-abstract-moral-access,reply,3,89,76,99,100,95,92,91,material warrant or verification step compressed,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-platonism-participation-critique,reply,3,70,62,97,87,75,59,76,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,non_theist,con,Alex Malpass,con-divine-conceptualism-content-distinction,reply,3,93,87,99,87,95,94,92,stronger support,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-logoi-analogical-participation,reply,3,76,69,98,87,75,78,81,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-actual-experience-alternative-systems,reply,2,81,75,73,69,75,91,77,material warrant or verification step compressed,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,non_theist,con,Alex Malpass,con-alternative-logics-modality-analogy,reply,2,90,84,98,69,95,93,88,stronger support,v4-closed-findings-adapter
72,dyer-malpass-tag-argument-2019,Jay Dyer vs Alex Malpass: The TAG Argument,theist,pro,Jay Dyer,pro-known-experience-empirical-scope,reply,2,85,78,98,68,95,93,85,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-grim-core-inference,constructive,3,81,75,94,87,95,75,84,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-randomized-clock-independence,constructive,3,75,70,84,87,75,75,78,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-unsatisfiable-pair-diagnosis,reply,3,90,86,98,87,95,92,91,stronger support,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-minimal-diagnosis-parsimony,reply,2,86,81,73,69,95,91,81,stronger support,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-conditional-inference-defense,reply,3,79,68,73,87,95,78,78,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-rearrangement-can-cross-impossibility,reply,2,87,82,98,87,95,89,89,stronger support,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-infinite-recombination-limits,reply,3,92,86,99,87,95,92,92,stronger support,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-adjacent-world-clock-variation,reply,3,83,76,97,87,95,89,87,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-suffering-favors-indifference,constructive,3,88,81,94,87,95,85,88,stronger support,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-auxiliary-probability-asymmetry,reply,3,73,66,96,87,75,83,80,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-compensation-does-not-justify-atrocity,reply,3,86,79,92,69,95,91,85,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-expected-unknown-divine-reasons,reply,3,76,68,95,87,95,75,82,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-shared-moral-knowledge-limits-skepticism,reply,3,90,83,99,87,95,93,91,stronger support,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-commonsense-moral-evidence,reply,2,89,80,98,69,95,94,87,stronger support,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-voluntary-risk-arena,reply,3,74,63,95,69,75,82,76,assertion/anecdote/authority/speculation carries substantial weight,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-unfalsifiability-severs-evidence,reply,3,90,76,99,69,95,94,87,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-unfair-distribution-of-extreme-suffering,reply,3,86,79,98,87,75,90,86,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-finite-agent-world-goods,constructive,3,83,74,84,87,85,80,82,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",theist,pro,Josh Rasmussen,pro-conscious-suffering-likelihood,reply,3,87,72,98,87,95,85,87,material warrant or verification step compressed,v4-closed-findings-adapter
74,rasmussen-malpass-suffering-causal-finitism-2021,"Josh Rasmussen vs Alex Malpass: Suffering, Theism, and Causal Finitism",non_theist,con,Alex Malpass,con-fine-grained-consciousness-evidence,reply,3,91,84,99,87,95,95,91,stronger support,v4-closed-findings-adapter
75,rasmussen-clifton-contingency-argument-2019,Josh Rasmussen vs Scott Clifton: Is the Contingency Argument Persuasive?,theist,pro,Josh Rasmussen,pro-totality-anti-circular-foundation,constructive,3,75,70,88,100,85,75,81,material warrant or verification step compressed,v4-closed-findings-adapter
75,rasmussen-clifton-contingency-argument-2019,Josh Rasmussen vs Scott Clifton: Is the Contingency Argument Persuasive?,non_theist,con,Scott Clifton,con-totality-scope-and-brute-deity,reply,3,82,74,95,100,95,91,88,material warrant or verification step compressed,v4-closed-findings-adapter
75,rasmussen-clifton-contingency-argument-2019,Josh Rasmussen vs Scott Clifton: Is the Contingency Argument Persuasive?,theist,pro,Josh Rasmussen,pro-graduated-strengths-of-necessity,reply,2,76,71,73,69,75,89,75,material warrant or verification step compressed,v4-closed-findings-adapter
75,rasmussen-clifton-contingency-argument-2019,Josh Rasmussen vs Scott Clifton: Is the Contingency Argument Persuasive?,non_theist,con,Scott Clifton,con-boundary-intuitions-and-brute-universe,reply,3,80,73,73,87,95,92,81,material warrant or verification step compressed,v4-closed-findings-adapter
75,rasmussen-clifton-contingency-argument-2019,Josh Rasmussen vs Scott Clifton: Is the Contingency Argument Persuasive?,theist,pro,Josh Rasmussen,pro-global-abductive-inquiry,reply,3,81,78,98,87,95,91,87,material warrant or verification step compressed,v4-closed-findings-adapter
75,rasmussen-clifton-contingency-argument-2019,Josh Rasmussen vs Scott Clifton: Is the Contingency Argument Persuasive?,non_theist,con,Scott Clifton,con-necessity-conditional-on-existence,reply,3,85,79,97,87,95,92,88,material warrant or verification step compressed,v4-closed-findings-adapter
